dive_length,dive_start_relative_to_t.0,Max_velocity,max_Vel_Time_relative_to_t.0,Mean_Max_X_vel,maxVel_x_time_relative_to_t.0,Mean_Max_Y_vel,maxVel_y_time_relative_to_t.0,relative_time_closest_to_female,Closest_Dist_to_female_.m.,MaxDoppler,MaxDopplerTime.z.0.,MinDoppler,MinDopplerTime.z.0.,Dopp.1Time,W1Start_Relative_to_z.0,W1LowFreq,W1HighFreq,Gap_between_W1_and_W2_,W2Start_Relative_to_z.0,W2LowFreq,W2HighFreq,YStart_Relative_to_z.0,YNumber_of_elements,YLowFreq,YHighFreq,XStart_Relative_to_z.0,XNumber_of_elements,XLowFreq,XHighFreq,X_length,W1_length,Y_length,W2_length
1,-0.335024957699817,0.184346515241951,-0.036833694475365,0.242618822655396,0.0782224734711576,0.0951828523529662,0.199161798766515,0.35936423588319,0.259554809167085,0.0471467744409838,0.241980164226539,0.158171905255105,0.109295974099105,0.0577821027795231,-0.128146594882004,-0.261334525300599,-0.276633167601586,-0.108745944046116,-0.134422581775998,-0.164137578066227,-0.132681023903444,-0.0685432702964929,0.00843888027166769,-0.203181927331105,-0.109011740699808,-0.047368173170756,0.0633973888889811,-0.135181575925884,0.0998561599892947,0.29953529270805,-7.79021633322094e-05,0.263134132930197,0.10697176393895
-0.335024957699817,1,0.0709214946804009,0.224217739340778,0.276682691572593,0.158238851860058,0.0825928015438643,0.0628666738042738,0.148311612420931,-0.118308132763711,0.265287746365303,0.178364001334213,0.135144623215895,0.301007753397951,0.192809004144482,0.475581313007728,0.127326422538814,0.296520979832129,-0.120614946844049,0.380317065184669,0.0602367477913665,-0.0159760380662691,0.425985857350822,-0.155579716821852,0.0124745544730166,0.0917839116888073,0.309539785564879,-0.203345157362822,-0.0504223029482175,-0.153912879211369,0.165081696579805,0.250065172327748,-0.00309323259405334,0.0783680906044911
0.184346515241951,0.0709214946804009,1,0.297441671603655,0.457245453510223,0.140369055714868,0.549415246156176,0.230856505891955,0.427797668529577,0.308966999131323,0.491617651933879,0.382844075288057,-0.325126830859775,-0.0154612213112954,0.07382906127574,0.0741567729051812,-0.218973320289935,-0.180775228611391,-0.0123024785025052,0.0956125679500265,-0.191764408642307,-0.219803521688007,0.0909302530536235,-0.297593915208252,-0.183817746821701,-0.187741690569486,0.0468922849796519,-0.338941741056794,-0.258742488614622,-0.31579995888382,0.0158748806626907,-0.0473599898410759,-0.158161970187576,-0.0513047566857834
-0.036833694475365,0.224217739340778,0.297441671603655,1,0.103361901018831,0.592361816105482,0.378643034364712,0.496643035512674,0.159705616480807,0.343915152507492,0.321562174231939,0.436356586660611,-0.0457178037727464,0.273746788081068,0.290180273222935,0.207461439993284,-0.15299062733033,-0.125345405109305,0.218720349377466,0.269049780880005,-0.147907904884433,-0.00114736652393421,0.151076569245299,-0.0910845301144946,-0.151825841091956,-0.179486326121271,0.263777057121662,-0.426297345313974,-0.232224501919953,-0.315414788195362,0.0720046911222697,0.0902325098650115,0.0766166260538911,0.198268988129096
0.242618822655396,0.276682691572593,0.457245453510223,0.103361901018831,1,0.352079187059052,-0.175686458826783,-0.00767646250387286,0.145876957899691,0.264370648769318,0.377152428965646,0.220066464199624,-0.0694423434890344,0.157679591678848,0.101127454010414,0.219292333637698,-0.108581530401143,-0.000771363874296127,-0.183321869681018,0.140713647419288,-0.018514957727859,-0.356924996613503,0.087113460468417,-0.254026288329997,-0.207467276793859,-0.0494198633869088,0.00227364743427744,-0.348037762581734,-0.199489965373793,-0.175334105983007,0.00632679469426387,-0.269294083354362,0.0139263923484677,-0.0587456647439206
0.0782224734711576,0.158238851860058,0.140369055714868,0.592361816105482,0.352079187059052,1,0.155805478610573,0.282355727680055,0.183657604858007,0.356079855136072,0.465260084479831,0.327899456535397,0.11221120385578,0.371586445275827,0.396633273583393,0.13555961684446,-0.142599795219576,-0.0849266393606053,-0.0553677156576534,0.0760273172984293,-0.0949250133528832,-0.28085082775384,-0.0856780802099192,-0.158189017832539,-0.239573270714223,-0.22319853819956,0.0142384055246806,-0.343811902684249,-0.160350536221525,-0.325864248595949,0.1205379445971,-0.0248155506268553,0.121869008387591,0.0902356514137397
0.0951828523529662,0.0825928015438643,0.549415246156176,0.378643034364712,-0.175686458826783,0.155805478610573,1,0.456595684720839,0.466110532616695,0.300285191310987,0.458808801742681,0.361567909439547,0.144582375164357,0.106694278082432,0.286129891695502,0.250003792901928,0.0355066819411065,0.0706566884832481,0.0103519019985655,0.223842078917153,-0.0467427691590288,0.103657652336392,0.164680403463305,-0.0778121819857146,-0.0396099469970838,-0.0388841973182419,0.259590892082868,-0.200399257880258,-0.133607137289837,-0.197343870611671,0.229337223539223,0.368325304106482,0.113161886511005,0.107927730643583
0.199161798766515,0.0628666738042738,0.230856505891955,0.496643035512674,-0.00767646250387286,0.282355727680055,0.456595684720839,1,0.471193800921388,0.199475138219086,0.265063773746642,0.431527013047624,0.174751565245908,0.302591142240232,0.402710104838476,0.171117975885645,-0.355943207512717,-0.0900754166728507,0.256922260568517,0.188877635477577,-0.0138284639338463,0.171583830128516,0.115306768542562,0.144275501550818,-0.171167291866032,-0.128956441104682,0.332916116675648,-0.282975899693272,-0.108673627586257,-0.08200517614003,0.126510698130474,0.0116342526231029,0.395241533687462,0.391594256665774
0.35936423588319,0.148311612420931,0.427797668529577,0.159705616480807,0.145876957899691,0.183657604858007,0.466110532616695,0.471193800921388,1,0.304365382058302,0.310831677050155,0.396904368456289,0.262641078067136,0.347397198591629,0.416758825299513,0.06954022348789,-0.213157187393485,0.0291940066236876,0.0517512983374082,0.0368942120453239,-0.066072462047059,-0.0098622665807361,0.109697466930714,0.0205904306084494,-0.00107180322526938,-0.0126509460803906,0.112018825632725,0.0681016596680492,0.013517591950792,-0.0764888704311647,0.472982703850913,0.267698947984799,0.334034269986461,0.257689781702779
0.259554809167085,-0.118308132763711,0.308966999131324,0.343915152507492,0.264370648769318,0.356079855136072,0.300285191310987,0.199475138219086,0.304365382058302,1,0.166342570002104,0.340854459414342,0.0507133812649453,0.458674476356097,0.404580266089496,0.2182592598417,-0.0213856645488255,-0.0269587978264856,0.156955295118791,0.217644267051762,0.111105787984681,-0.103036690849952,0.0742654887710546,-0.0497237501874716,-0.0514512296913298,0.117062107186687,0.137941262024849,0.0235536447624983,-0.0106049459543255,-0.0374160159822627,0.452078820138918,0.110271692074649,0.181586906374072,0.00741788627569812
0.0471467744409838,0.265287746365303,0.491617651933879,0.321562174231939,0.377152428965646,0.465260084479831,0.458808801742681,0.265063773746642,0.310831677050155,0.166342570002104,1,0.240829979556594,0.0378431271986604,0.337890955026039,0.480909565096859,0.206936958879685,0.0742832695318346,0.0506278281277496,-0.274101549729303,0.0795096810231691,-0.0553624191626636,-0.0849596877834806,0.057194503864647,-0.146147173849015,-0.238557312278834,-0.185470788024993,0.0903431191170735,-0.372368593938179,-0.124614505045788,-0.280489914689761,0.0124853032257621,0.179599822587367,0.166719049488713,-0.101919001861315
0.241980164226539,0.178364001334213,0.382844075288057,0.436356586660611,0.220066464199624,0.327899456535397,0.361567909439547,0.431527013047624,0.396904368456289,0.340854459414342,0.240829979556594,1,-0.120656867975518,0.404891194665114,0.466827466966953,0.254905994462723,-0.489965520522246,-0.0716777855871343,-0.0866584374072329,0.264561315953724,-0.200949901221814,-0.15464761871617,0.255726191481102,-0.24443692101597,-0.109287851542374,-0.229454372750776,0.338919335479711,-0.329407387432429,-0.0832601440360361,-0.203393845401081,0.149375549692215,0.2886219061183,-0.00510283261100397,0.305558676283093
0.158171905255105,0.135144623215895,-0.325126830859775,-0.0457178037727464,-0.0694423434890344,0.112211203855779,0.144582375164357,0.174751565245908,0.262641078067136,0.0507133812649453,0.0378431271986604,-0.120656867975518,1,0.126237998137469,0.292121378121658,0.242129799711261,0.278589194844838,0.300428172601959,0.144678947803179,0.207316705810038,0.317217193950127,0.440747296533779,0.166450613063497,0.4348297014464,0.170243066906526,0.338502877976653,0.293115472870207,0.2328042525082,0.230839822173526,0.372505580538713,0.396645745834605,0.22716570449824,0.681088278864339,0.366805005778813
0.109295974099105,0.301007753397951,-0.0154612213112954,0.273746788081068,0.157679591678848,0.371586445275827,0.106694278082432,0.302591142240232,0.347397198591628,0.458674476356097,0.337890955026039,0.404891194665114,0.126237998137469,1,0.807932095313799,0.293661667931161,0.0654545771881581,0.171707704809835,-0.114712350601761,0.192908669090855,0.137960683286357,-0.0725345594785759,0.176438927096109,0.0292295252859924,-0.0728872232030893,-0.110966762731873,0.178928451280418,-0.0543645385249261,0.186866260228401,-0.0964012739428431,0.335029822507744,0.474389613589175,0.36268792560806,-0.016263507802314
0.0577821027795231,0.192809004144482,0.07382906127574,0.290180273222935,0.101127454010414,0.396633273583393,0.286129891695502,0.402710104838476,0.416758825299512,0.404580266089496,0.480909565096859,0.466827466966953,0.292121378121658,0.807932095313799,1,0.305108807882508,0.0242713523088266,0.0759985540682727,0.00405900735826267,0.265722355695489,0.0850969146506845,0.0463426499207055,0.217696741274649,0.156343533764877,-0.072108350459552,-0.128480017552264,0.371830147947402,-0.136004590688243,0.128515295673297,-0.117472059036617,0.216166743450723,0.463827027731792,0.487350159058901,0.17352585280525
-0.128146594882004,0.475581313007728,0.0741567729051812,0.207461439993284,0.219292333637698,0.13555961684446,0.250003792901928,0.171117975885645,0.06954022348789,0.2182592598417,0.206936958879685,0.254905994462723,0.242129799711261,0.293661667931161,0.305108807882508,1,0.254956373381621,0.31328973925155,-0.0963914619618756,0.930600431752367,0.349178901531356,0.117243804282365,0.747371176122069,-0.0331641628263442,0.154275858749815,0.285758080095195,0.761555237640647,-0.244465765866712,0.126253782782798,0.0587286793198295,0.0796001312915326,0.143090306756378,0.127422760107268,0.131755766293835
-0.261334525300599,0.127326422538814,-0.218973320289935,-0.15299062733033,-0.108581530401143,-0.142599795219576,0.0355066819411065,-0.355943207512717,-0.213157187393485,-0.0213856645488255,0.0742832695318346,-0.489965520522246,0.278589194844838,0.0654545771881581,0.0242713523088266,0.254956373381621,1,0.323036200034188,-0.232792527495143,0.137023886530122,0.530199901189896,0.222908370575828,-0.0276194655411212,0.377079690858683,0.368056570056082,0.399183480388537,0.0411565023278717,0.199829846880665,0.337272828844864,0.107674914683378,-0.014292178037007,0.192098621329925,0.164687564528023,-0.384072366926527
-0.276633167601586,0.296520979832129,-0.180775228611391,-0.125345405109305,-0.000771363874296127,-0.0849266393606053,0.0706566884832481,-0.0900754166728507,0.0291940066236876,-0.0269587978264856,0.0506278281277496,-0.0716777855871343,0.300428172601959,0.171707704809835,0.0759985540682727,0.31328973925155,0.323036200034188,1,0.0767704356392747,0.255225090932596,0.323955095793335,0.330927663893927,0.269728185096334,-0.00450446382201428,0.326305998224447,0.401348767467551,0.212959975892761,0.00405199589837102,0.412905442075157,0.318444670755871,0.176280691568803,0.235769972759458,0.126859805303849,0.0338034192099805
-0.108745944046116,-0.120614946844049,-0.0123024785025052,0.218720349377466,-0.183321869681018,-0.0553677156576534,0.0103519019985655,0.256922260568517,0.0517512983374082,0.156955295118791,-0.274101549729303,-0.0866584374072329,0.144678947803179,-0.114712350601761,0.00405900735826267,-0.0963914619618756,-0.232792527495143,0.0767704356392747,1,0.162689422180414,0.141667159080891,0.480369611547555,0.260503593501096,0.310107542036996,0.19734191064825,0.189085301795927,0.319745728695306,0.196919541697798,0.0994057175427404,0.397440378618131,0.256922298126744,-0.16854663135463,0.332898858478357,0.545226802427489
-0.134422581775998,0.380317065184669,0.0956125679500265,0.269049780880005,0.140713647419288,0.0760273172984293,0.223842078917153,0.188877635477577,0.0368942120453239,0.217644267051762,0.0795096810231691,0.264561315953724,0.207316705810038,0.192908669090855,0.265722355695489,0.930600431752368,0.137023886530122,0.255225090932596,0.162689422180414,1,0.307000262146632,0.212178102220923,0.851568436974703,0.0438737328154447,0.195646772460345,0.311000271903556,0.857281319912824,-0.168577830886165,0.125929896863637,0.128932408220171,0.108455566069083,0.0857796226867794,0.141119821525669,0.276879253067757
-0.164137578066227,0.0602367477913665,-0.191764408642307,-0.147907904884433,-0.018514957727859,-0.0949250133528833,-0.0467427691590288,-0.0138284639338462,-0.066072462047059,0.111105787984681,-0.0553624191626636,-0.200949901221814,0.317217193950127,0.137960683286357,0.0850969146506845,0.349178901531356,0.530199901189896,0.323955095793335,0.141667159080891,0.307000262146632,1,0.539996406522772,0.221924027735301,0.464820649839184,0.546882544848186,0.630626843970237,0.220252283230198,0.308171747363663,0.605550571954165,0.572758118117851,0.220253837597626,0.104230876386981,0.424729690509471,0.105696007721372
-0.132681023903444,-0.0159760380662691,-0.219803521688007,-0.00114736652393421,-0.356924996613503,-0.28085082775384,0.103657652336392,0.171583830128516,-0.0098622665807361,-0.103036690849952,-0.0849596877834806,-0.15464761871617,0.440747296533779,-0.0725345594785759,0.0463426499207055,0.117243804282365,0.222908370575828,0.330927663893927,0.480369611547555,0.212178102220923,0.539996406522772,1,0.269788927149979,0.419552721223489,0.538511205856427,0.529675469541878,0.375082859682442,0.281175128484124,0.439274510669816,0.661991772177705,0.161324172941152,0.106651708138617,0.395467120942461,0.405629141334892
-0.0685432702964929,0.425985857350822,0.0909302530536235,0.151076569245299,0.087113460468417,-0.0856780802099192,0.164680403463305,0.115306768542562,0.109697466930714,0.0742654887710546,0.057194503864647,0.255726191481102,0.166450613063497,0.176438927096109,0.217696741274649,0.747371176122069,-0.0276194655411212,0.269728185096334,0.260503593501096,0.851568436974703,0.221924027735301,0.269788927149979,1,0.0185239590480668,0.211910535615908,0.249418970669401,0.845242587446652,0.0350087353649136,0.179783920896972,0.287633877835322,0.280133240320112,0.253756122141878,0.162177870724349,0.473181364405264
0.00843888027166769,-0.155579716821852,-0.297593915208252,-0.0910845301144946,-0.254026288329997,-0.158189017832539,-0.0778121819857146,0.144275501550818,0.0205904306084494,-0.0497237501874716,-0.146147173849015,-0.24443692101597,0.4348297014464,0.0292295252859924,0.156343533764877,-0.0331641628263442,0.377079690858683,-0.00450446382201428,0.310107542036996,0.0438737328154447,0.464820649839184,0.419552721223489,0.0185239590480668,1,0.417498151290921,0.409915351775363,0.234847370547761,0.504852542444797,0.219633299531234,0.413870693015846,0.239580474881703,0.101626485056023,0.745636627572354,0.309759855502305
-0.203181927331105,0.0124745544730166,-0.183817746821701,-0.151825841091956,-0.207467276793859,-0.239573270714223,-0.0396099469970838,-0.171167291866032,-0.00107180322526938,-0.0514512296913298,-0.238557312278834,-0.109287851542374,0.170243066906526,-0.0728872232030893,-0.072108350459552,0.154275858749815,0.368056570056082,0.326305998224447,0.19734191064825,0.195646772460345,0.546882544848187,0.538511205856427,0.211910535615908,0.417498151290921,1,0.613521027257203,0.152623567101235,0.485791890520642,0.646423837761811,0.444526482145348,0.327669602853156,0.22098685205598,0.165815323963741,0.26762865220228
-0.109011740699808,0.0917839116888073,-0.187741690569486,-0.179486326121271,-0.0494198633869088,-0.22319853819956,-0.0388841973182419,-0.128956441104682,-0.0126509460803906,0.117062107186687,-0.185470788024993,-0.229454372750776,0.338502877976653,-0.110966762731873,-0.128480017552264,0.285758080095195,0.399183480388537,0.401348767467551,0.189085301795927,0.311000271903556,0.630626843970237,0.529675469541878,0.249418970669401,0.409915351775363,0.613521027257203,1,0.262503124239688,0.396979334348372,0.436686543056703,0.660738586607463,0.31995792998208,0.031538940118691,0.314693915586739,0.230290903953292
-0.047368173170756,0.309539785564879,0.0468922849796519,0.263777057121662,0.00227364743427744,0.0142384055246806,0.259590892082868,0.332916116675648,0.112018825632725,0.137941262024849,0.0903431191170736,0.338919335479711,0.293115472870207,0.178928451280418,0.371830147947402,0.761555237640647,0.0411565023278717,0.212959975892761,0.319745728695306,0.857281319912824,0.220252283230198,0.375082859682442,0.845242587446652,0.234847370547761,0.152623567101235,0.262503124239688,1,-0.123911422683519,0.0830583666096572,0.262023796146619,0.100057506274398,0.16044459880891,0.347892935891828,0.497136347490571
0.0633973888889811,-0.203345157362822,-0.338941741056794,-0.426297345313974,-0.348037762581734,-0.343811902684249,-0.200399257880258,-0.282975899693273,0.0681016596680492,0.0235536447624983,-0.372368593938179,-0.329407387432429,0.2328042525082,-0.0543645385249261,-0.136004590688243,-0.244465765866712,0.199829846880665,0.00405199589837102,0.196919541697798,-0.168577830886165,0.308171747363663,0.281175128484124,0.0350087353649136,0.504852542444797,0.485791890520642,0.396979334348372,-0.123911422683519,1,0.459190745982517,0.492307459935862,0.643457872633801,0.265066826343665,0.254641326596085,0.156893567636177
-0.135181575925884,-0.0504223029482175,-0.258742488614622,-0.232224501919953,-0.199489965373793,-0.160350536221525,-0.133607137289837,-0.108673627586257,0.013517591950792,-0.0106049459543255,-0.124614505045788,-0.0832601440360361,0.230839822173526,0.186866260228401,0.128515295673297,0.126253782782798,0.337272828844864,0.412905442075157,0.0994057175427404,0.125929896863637,0.605550571954165,0.439274510669816,0.179783920896972,0.219633299531234,0.646423837761811,0.436686543056703,0.0830583666096572,0.459190745982517,1,0.452127177582905,0.355694703036322,0.384087928668497,0.195478512690573,0.0710082908174178
0.0998561599892947,-0.153912879211369,-0.31579995888382,-0.315414788195362,-0.175334105983007,-0.325864248595949,-0.197343870611671,-0.08200517614003,-0.0764888704311648,-0.0374160159822627,-0.280489914689761,-0.203393845401081,0.372505580538713,-0.0964012739428431,-0.117472059036617,0.0587286793198295,0.107674914683378,0.318444670755871,0.397440378618131,0.128932408220171,0.572758118117851,0.661991772177705,0.287633877835322,0.413870693015846,0.444526482145348,0.660738586607463,0.262023796146619,0.492307459935862,0.452127177582905,1,0.328484216179638,0.0739782072516067,0.43732834207873,0.480502022363156
0.29953529270805,0.165081696579805,0.0158748806626907,0.0720046911222697,0.00632679469426387,0.1205379445971,0.229337223539223,0.126510698130474,0.472982703850913,0.452078820138918,0.0124853032257621,0.149375549692215,0.396645745834605,0.335029822507744,0.216166743450723,0.0796001312915326,-0.014292178037007,0.176280691568803,0.256922298126744,0.108455566069083,0.220253837597626,0.161324172941152,0.280133240320112,0.239580474881703,0.327669602853156,0.31995792998208,0.100057506274398,0.643457872633801,0.355694703036322,0.328484216179638,1,0.506976009803604,0.441226056069192,0.389060001145992
-7.79021633322094e-05,0.250065172327748,-0.0473599898410759,0.0902325098650115,-0.269294083354362,-0.0248155506268553,0.368325304106482,0.0116342526231029,0.267698947984799,0.110271692074649,0.179599822587367,0.2886219061183,0.22716570449824,0.474389613589175,0.463827027731792,0.143090306756378,0.192098621329925,0.235769972759458,-0.16854663135463,0.0857796226867794,0.104230876386981,0.106651708138617,0.253756122141878,0.101626485056023,0.22098685205598,0.031538940118691,0.16044459880891,0.265066826343665,0.384087928668497,0.0739782072516067,0.506976009803604,1,0.287207272362229,0.206780076335932
0.263134132930197,-0.00309323259405334,-0.158161970187576,0.0766166260538911,0.0139263923484677,0.121869008387591,0.113161886511005,0.395241533687462,0.334034269986461,0.181586906374072,0.166719049488713,-0.00510283261100397,0.681088278864339,0.36268792560806,0.487350159058901,0.127422760107268,0.164687564528023,0.126859805303849,0.332898858478357,0.141119821525669,0.424729690509471,0.395467120942461,0.162177870724349,0.745636627572354,0.165815323963741,0.314693915586739,0.347892935891827,0.254641326596085,0.195478512690573,0.43732834207873,0.441226056069192,0.287207272362229,1,0.495429742654402
0.10697176393895,0.0783680906044911,-0.0513047566857834,0.198268988129096,-0.0587456647439206,0.0902356514137397,0.107927730643583,0.391594256665774,0.257689781702779,0.00741788627569812,-0.101919001861315,0.305558676283093,0.366805005778813,-0.016263507802314,0.17352585280525,0.131755766293835,-0.384072366926527,0.0338034192099805,0.545226802427489,0.276879253067757,0.105696007721372,0.405629141334892,0.473181364405264,0.309759855502305,0.26762865220228,0.230290903953292,0.497136347490571,0.156893567636177,0.0710082908174178,0.480502022363156,0.389060001145992,0.206780076335932,0.495429742654402,1
