dive_length,dive_start_relative_to_t.0,Max_velocity,max_Vel_Time_relative_to_t.0,Mean_Max_X_vel,maxVel_x_time_relative_to_t.0,Mean_Max_Y_vel,maxVel_y_time_relative_to_t.0,relative_time_closest_to_female,Closest_Dist_to_female_.m.,MaxDoppler,MaxDopplerTime.z.0.,MinDoppler,MinDopplerTime.z.0.,Dopp.1Time,W1Start_Relative_to_z.0,W1LowFreq,W1HighFreq,Gap_between_W1_and_W2_,W2Start_Relative_to_z.0,W2LowFreq,W2HighFreq,YStart_Relative_to_z.0,YNumber_of_elements,YLowFreq,YHighFreq,W1_length,Y_length,W2_length
1,-0.388620593996022,0.247979019345951,-0.314170633818938,0.134365100202932,-0.28158924989818,-0.0956846954849212,-0.0755480498833019,-0.130465017868226,0.122334477560049,0.274766400356931,-0.224078921855304,-0.165356388684697,0.188062510062214,0.0787932650464355,-0.249603958523459,-0.333974665386402,-0.339593742044942,-0.18688266601378,0.420089352621255,-0.170678724764681,0.227989065179274,0.164752075106377,0.102554464226424,0.0826657469348415,-0.0148310897671313,-0.151320683545828,0.246673476561499,0.219672480752616
-0.388620593996022,1,-0.105422926554547,0.293689043034429,0.184555660899219,0.384020085726086,-0.0744780865568093,-0.104352700463178,0.0936744350917671,-0.126479776732922,0.0443580947944989,0.120142936811165,-0.00561318087480952,-0.111481531024038,-0.0530988883279136,0.538353253885504,0.375533051640422,0.34688978567703,0.20797571166585,0.0159209693497978,0.0480322681364946,-0.0802179660565674,0.185957765523915,0.0882169165621525,-0.317127195072487,-0.0542499536099172,0.226323943232344,-0.0241599671346728,-0.0687785197626165
0.247979019345951,-0.105422926554547,1,-0.102730396541211,0.15563750046661,-0.184807046283808,0.431340969288584,-0.00732454861682208,0.145348502625755,-0.00891777926420572,0.723890857916463,-0.00921013285582849,-0.542300446844503,-0.04882999743372,0.108824958617574,0.0355274888767871,0.100335789527017,0.0652350394641512,0.363717964804175,0.365796562941978,0.0108816891405202,0.218825685292969,0.00337592342543659,0.392252511052891,0.220215331315458,0.160408359025718,0.0867785741074113,0.381065013840287,0.258667372888107
-0.314170633818938,0.293689043034429,-0.102730396541211,1,0.140097792353282,0.557316877944109,-0.00264418183868663,0.405481489697717,0.487029889755131,-0.136119903086752,-0.041541377911002,0.586904749671903,0.00846860587608341,0.0477554564724945,0.332873764196304,0.157266122935316,0.178336426260624,0.174315967060733,0.332494980554501,0.169188341711323,0.421018853023442,0.223738689288317,0.270541306344267,0.0413311596344866,-0.0676022063670842,-0.104246246760582,0.110079420290237,0.0859504494730474,0.122832328795027
0.134365100202932,0.184555660899219,0.15563750046661,0.140097792353282,1,0.301694384815007,-0.541052191118946,-0.13758263976077,0.216812685245035,-0.0184615150133281,0.107495382639207,0.0172223883703578,0.0517884697015839,-0.0757979751012901,0.127955871543592,-0.240939152435156,0.0365868199837988,-0.0867444265668309,0.00151014492571221,0.104239398225571,0.122063024406026,0.518256004003492,-0.0673771278707552,0.214967190558768,-0.195497687817763,-0.0343984816568099,-0.0555519817835757,0.155580832828557,0.276457301354672
-0.28158924989818,0.384020085726086,-0.184807046283808,0.557316877944109,0.301694384815007,1,-0.0787433610754999,0.177461928815596,0.29911237736302,-0.0674499100645397,-0.0277487256568683,0.317103536095396,0.126197409639676,-0.0228578023851225,0.170807654210858,0.187677511535633,0.198247022347813,0.178436873439791,0.220836790065429,-0.0287203524939733,0.349704932060328,0.206038837302324,0.0875393816360965,-0.257815552192819,-0.245238475244134,-0.192383409687466,0.140184325622175,-0.186295787143628,0.00179517739292862
-0.0956846954849212,-0.0744780865568093,0.431340969288584,-0.00264418183868663,-0.541052191118946,-0.0787433610754999,1,0.000260583507490093,0.141445892526921,0.0258502666754351,0.263162595605886,0.105994401176852,-0.431183439076505,0.142496601775274,0.100984427069776,0.169640707105155,-0.00874083670323097,0.0846759821231174,0.373034275680872,0.112344719978654,0.181510893313336,-0.0327432613637055,0.135161230706718,0.0546192407268444,0.31441430032299,0.186206990535528,-0.066604660434918,0.0899462868468165,0.207877456144346
-0.0755480498833019,-0.104352700463178,-0.00732454861682209,0.405481489697717,-0.13758263976077,0.177461928815596,0.000260583507490093,1,-0.0174008406057152,-0.206362770072097,0.0665365163783751,0.433189304025887,0.0601192534211424,-0.104910371808489,0.0181458132798527,-0.048938412841029,0.0346021576753541,-0.051957481906901,0.10772178902804,0.0480445621183055,0.176954907521086,0.0146005728125729,-0.0873051724689637,0.12825169881668,0.0534664807948848,-0.102798499831936,-0.0390335355889734,0.186729455102577,0.0384057491742661
-0.130465017868226,0.0936744350917671,0.145348502625755,0.487029889755131,0.216812685245035,0.29911237736302,0.141445892526921,-0.0174008406057152,1,0.0577166713452694,0.0391734456648188,0.475391600999601,0.118538163629448,0.385623767658247,0.702833871689757,0.0606876747307966,0.0446149787451188,0.118761231611134,0.248648958715582,0.287979400995695,0.277764949304959,0.368086854626423,0.492135463027833,0.112915710027705,0.126681869499521,0.100846869497691,-0.0203580663119144,0.100903846963142,0.159000728848866
0.122334477560049,-0.126479776732922,-0.00891777926420572,-0.136119903086752,-0.0184615150133281,-0.0674499100645397,0.0258502666754351,-0.206362770072097,0.0577166713452694,1,-0.108176712593335,-0.106587332411848,-0.148893473306391,0.59148053327397,0.276666162007894,-0.0710265029605767,-0.101800698247711,-0.0651538933193892,0.0275070584797055,-0.137696980323758,0.335619196674895,0.0442082310874516,-0.144259290665601,0.0453729583967048,0.0271652236356088,0.123432903070258,0.0697490475479021,-0.15233830118292,-0.0126291771593316
0.274766400356931,0.0443580947944989,0.723890857916463,-0.041541377911002,0.107495382639207,-0.0277487256568683,0.263162595605886,0.0665365163783751,0.0391734456648188,-0.108176712593335,1,0.0779519027217757,-0.501605052567933,-0.240757890966469,-0.10045512157149,0.132970550140046,0.0794858542928552,0.0268017275041039,0.348905951422023,0.34621608775565,0.0313582398885485,0.215963714720467,0.0129972101247425,0.31525079376591,0.000345526179855803,-0.0224899024466969,0.100919267811012,0.333970628128355,0.145022573652925
-0.224078921855304,0.120142936811165,-0.00921013285582849,0.586904749671903,0.0172223883703578,0.317103536095396,0.105994401176852,0.433189304025887,0.475391600999601,-0.106587332411848,0.0779519027217757,1,0.134174787051089,0.167288794424915,0.517922610889987,0.0441107539354336,0.117810563062473,0.12934779114228,0.285488186888085,-0.000113450430882001,0.217837934349802,0.0826802087170711,0.329074898916613,-0.061681766201222,0.012739787371079,-0.023562638874335,-0.0356813490568008,-0.0701036218807712,0.126400651390193
-0.165356388684697,-0.00561318087480952,-0.542300446844503,0.00846860587608341,0.0517884697015839,0.126197409639676,-0.431183439076505,0.0601192534211424,0.118538163629448,-0.148893473306391,-0.501605052567933,0.134174787051089,1,0.0603085807200959,0.247995909997826,-0.200511749015103,0.0416873386377259,-0.0757488821511703,-0.355082287176118,-0.153963140730189,-0.11535650443538,-0.215054543911314,0.138507658454628,-0.20506624528784,-0.141780436018058,-0.035344633091831,-0.0783910564177383,-0.0980471449964485,-0.257388373656815
0.188062510062214,-0.111481531024038,-0.04882999743372,0.0477554564724945,-0.0757979751012902,-0.0228578023851225,0.142496601775274,-0.104910371808489,0.385623767658247,0.59148053327397,-0.240757890966469,0.167288794424915,0.0603085807200959,1,0.642578125827177,-0.0306695970333984,-0.12707595348928,-0.0367481239959636,0.078808209144175,0.125896711989931,0.274663057019523,0.110558372698708,0.220415815526348,0.00773878113020288,0.324328287883694,0.190028879600168,0.0557153668638381,-0.0136550128231107,0.211020231147317
0.0787932650464355,-0.0530988883279136,0.108824958617574,0.332873764196304,0.127955871543592,0.170807654210858,0.100984427069776,0.0181458132798527,0.702833871689757,0.276666162007894,-0.10045512157149,0.517922610889987,0.247995909997826,0.642578125827177,1,-0.0671248086408658,0.024135251009392,0.0200302644814175,0.166253284564979,0.236275822703088,0.25857482673168,0.20599283890017,0.397739533355411,-0.00152346174898059,0.275049945902533,0.0702415576310474,-0.0452395301334967,0.0883884513567612,0.208180713028469
-0.249603958523459,0.538353253885504,0.0355274888767871,0.157266122935316,-0.240939152435156,0.187677511535633,0.169640707105155,-0.048938412841029,0.0606876747307966,-0.0710265029605767,0.132970550140046,0.0441107539354336,-0.200511749015103,-0.0306695970333984,-0.0671248086408658,1,0.672616195114104,0.738301663488576,0.594431528755958,0.201201985283703,-0.141075701939143,-0.193434952951493,0.331160291421281,-0.0234857163324381,-0.174528270145206,-0.191532303324814,0.68585744094456,-0.153756377102863,-0.106980551260998
-0.333974665386402,0.375533051640422,0.100335789527017,0.178336426260624,0.0365868199837988,0.198247022347813,-0.00874083670323097,0.0346021576753541,0.0446149787451188,-0.101800698247711,0.0794858542928552,0.117810563062473,0.0416873386377259,-0.12707595348928,0.024135251009392,0.672616195114104,1,0.729072013059246,0.601051146063447,0.0192821820929677,0.0378713785644289,-0.263436473302527,0.0881653148631204,-0.111415694922647,-0.292438057472777,-0.292488683374288,0.778925876888406,-0.162376596108049,-0.208416973475834
-0.339593742044942,0.34688978567703,0.0652350394641512,0.174315967060733,-0.0867444265668309,0.178436873439791,0.0846759821231174,-0.051957481906901,0.118761231611134,-0.0651538933193892,0.0268017275041039,0.12934779114228,-0.0757488821511702,-0.0367481239959636,0.0200302644814175,0.738301663488576,0.729072013059246,1,0.661454971102944,-0.0847735852896713,-0.0734394776192025,-0.124177677669875,0.163510476657541,-0.072390181955571,-0.134012753703404,-0.137907859327024,0.763580553052698,-0.307826532020023,-0.152835175862538
-0.18688266601378,0.20797571166585,0.363717964804175,0.332494980554501,0.00151014492571221,0.220836790065429,0.373034275680872,0.10772178902804,0.248648958715582,0.0275070584797055,0.348905951422023,0.285488186888085,-0.355082287176118,0.078808209144175,0.166253284564979,0.594431528755958,0.601051146063447,0.661454971102944,1,0.248947030612841,0.242145337416536,0.219597431871982,0.251338157558762,0.0857259203356439,-0.00373596694856366,-0.00448669165780814,0.602336174115917,-0.0353824021014838,0.323237516835648
0.420089352621255,0.0159209693497978,0.365796562941978,0.169188341711323,0.104239398225571,-0.0287203524939733,0.112344719978654,0.0480445621183055,0.287979400995695,-0.137696980323758,0.34621608775565,-0.000113450430882001,-0.153963140730189,0.125896711989931,0.236275822703088,0.201201985283703,0.0192821820929677,-0.0847735852896713,0.248947030612841,1,-0.0470448699496122,0.302009623526185,0.52620970987692,0.230111147859605,0.0633983188134681,0.147496062450838,0.0438196532400576,0.547601683524651,0.385278581355343
-0.170678724764681,0.0480322681364946,0.0108816891405202,0.421018853023442,0.122063024406026,0.349704932060328,0.181510893313336,0.176954907521086,0.277764949304959,0.335619196674895,0.0313582398885485,0.217837934349802,-0.11535650443538,0.274663057019523,0.25857482673168,-0.141075701939143,0.0378713785644289,-0.0734394776192025,0.242145337416536,-0.0470448699496122,1,0.15798288859899,0.0154521101152867,0.0671793023651051,-0.137150913314624,0.00105124532847336,-0.0125852304099187,-0.0126877249606616,0.199401099228937
0.227989065179274,-0.0802179660565674,0.218825685292969,0.223738689288317,0.518256004003492,0.206038837302324,-0.0327432613637055,0.0146005728125729,0.368086854626423,0.0442082310874516,0.215963714720467,0.0826802087170711,-0.215054543911314,0.110558372698708,0.20599283890017,-0.193434952951493,-0.263436473302527,-0.124177677669875,0.219597431871982,0.302009623526185,0.15798288859899,1,0.131407748991391,0.194140247963994,0.0305121603312828,0.200788617331396,-0.249434737066598,0.224587975679914,0.535109333870354
0.164752075106377,0.185957765523915,0.00337592342543659,0.270541306344267,-0.0673771278707552,0.0875393816360965,0.135161230706718,-0.0873051724689637,0.492135463027833,-0.144259290665601,0.0129972101247425,0.329074898916613,0.138507658454628,0.220415815526348,0.397739533355411,0.331160291421282,0.0881653148631204,0.163510476657541,0.251338157558762,0.52620970987692,0.0154521101152867,0.131407748991391,1,-0.182558389001877,0.0340526250268267,0.0367364132777987,0.0574400679530755,-0.0805144173030152,0.279219619225108
0.102554464226424,0.0882169165621525,0.392252511052891,0.0413311596344866,0.214967190558768,-0.257815552192819,0.0546192407268444,0.12825169881668,0.112915710027705,0.0453729583967048,0.31525079376591,-0.061681766201222,-0.20506624528784,0.00773878113020288,-0.00152346174898059,-0.0234857163324381,-0.111415694922647,-0.072390181955571,0.0857259203356439,0.230111147859605,0.0671793023651051,0.194140247963994,-0.182558389001877,1,0.133281385674485,0.27071591835067,-0.148346601586774,0.699888266866056,0.195569779820891
0.0826657469348415,-0.317127195072487,0.220215331315458,-0.0676022063670842,-0.195497687817763,-0.245238475244134,0.31441430032299,0.0534664807948848,0.126681869499521,0.0271652236356088,0.000345526179855803,0.012739787371079,-0.141780436018058,0.324328287883694,0.275049945902533,-0.174528270145206,-0.292438057472777,-0.134012753703404,-0.00373596694856366,0.0633983188134681,-0.137150913314624,0.0305121603312828,0.0340526250268267,0.133281385674485,1,0.408901752898985,-0.224152495912943,0.0546770609039197,0.34826892868898
-0.0148310897671313,-0.0542499536099172,0.160408359025718,-0.104246246760582,-0.0343984816568099,-0.192383409687466,0.186206990535528,-0.102798499831936,0.100846869497691,0.123432903070258,-0.0224899024466969,-0.023562638874335,-0.035344633091831,0.190028879600168,0.0702415576310473,-0.191532303324814,-0.292488683374288,-0.137907859327024,-0.00448669165780814,0.147496062450838,0.00105124532847336,0.200788617331396,0.0367364132777987,0.27071591835067,0.408901752898985,1,-0.216214422337265,0.189425476018691,0.415509200140037
-0.151320683545828,0.226323943232344,0.0867785741074113,0.110079420290237,-0.0555519817835757,0.140184325622175,-0.066604660434918,-0.0390335355889734,-0.0203580663119144,0.0697490475479021,0.100919267811012,-0.0356813490568008,-0.0783910564177383,0.0557153668638381,-0.0452395301334967,0.68585744094456,0.778925876888406,0.763580553052698,0.602336174115917,0.0438196532400576,-0.0125852304099187,-0.249434737066598,0.0574400679530755,-0.148346601586774,-0.224152495912943,-0.216214422337265,1,-0.262572103862906,-0.241677492387139
0.246673476561499,-0.0241599671346728,0.381065013840287,0.0859504494730474,0.155580832828557,-0.186295787143628,0.0899462868468165,0.186729455102577,0.100903846963142,-0.15233830118292,0.333970628128355,-0.0701036218807712,-0.0980471449964485,-0.0136550128231107,0.0883884513567612,-0.153756377102863,-0.162376596108049,-0.307826532020023,-0.0353824021014838,0.547601683524651,-0.0126877249606616,0.224587975679914,-0.0805144173030152,0.699888266866055,0.0546770609039197,0.189425476018691,-0.262572103862906,1,0.116015101802286
0.219672480752616,-0.0687785197626165,0.258667372888107,0.122832328795027,0.276457301354672,0.00179517739292862,0.207877456144346,0.0384057491742661,0.159000728848866,-0.0126291771593316,0.145022573652925,0.126400651390193,-0.257388373656815,0.211020231147317,0.208180713028469,-0.106980551260998,-0.208416973475834,-0.152835175862538,0.323237516835648,0.385278581355343,0.199401099228937,0.535109333870354,0.279219619225108,0.195569779820891,0.34826892868898,0.415509200140037,-0.241677492387139,0.116015101802286,1
